##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.4-5-g5dfd516", "run-date": "Thu Oct 24 15:34:01 2024", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.273788, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "species": "Onthophagus binodis", "genome-hash": "b8dd53a4ef8ac208"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg000006l~~4977384..4979435	2052	0,0,160,0,0,0,0	1995	|	Nematostella vectensis	45351	anml:basal metazoans	1180	970	31	|	8005	anml:fishes	664	664	28	|	6573	anml:molluscs	395	395	22	|	1926278	prok:firmicutes	527	379	20	|	n/a	inconclusive	anml:basal metazoans	58
ptg000006l~~4979436..8323049	3343614	2022333,12896,4400,0,0,0,0	870273	|	Onthophagus taurus	166361	anml:insects	700263	513916	2387	|	115357	anml:insects	700263	28963	439	|	3818	plnt:plants	67914	29391	215	|	6706	anml:crustaceans	27155	6141	208	|	n/a	repeat	anml:insects	21
ptg000006l~~8323050..8326153	3104	0,0,840,0,0,0,0	2830	|	Salmo salar	8030	anml:fishes	2652	2219	53	|	8010	anml:fishes	2652	1047	38	|	95602	anml:crustaceans	1211	743	33	|	219809	anml:insects	729	613	30	|	n/a	inconclusive	anml:fishes	85
ptg000006l~~8326154..9003582	677429	364409,1914,4780,0,0,0,0	208245	|	Onthophagus taurus	166361	anml:insects	175982	129953	1641	|	224129	anml:insects	175982	11723	172	|	6579	anml:molluscs	14515	5728	85	|	6526	anml:molluscs	14515	4810	79	|	n/a	repeat	anml:insects	26
ptg000006l~~9003583..9006378	2796	0,0,0,0,0,0,0	2778	|	Poronia punctata	101475	fung:ascomycetes	2496	2284	54	|	114818	fung:ascomycetes	2496	1975	52	|	80765	anml:insects	814	516	24	|	326968	plnt:plants	717	399	22	|	n/a	inconclusive	fung:ascomycetes	89
ptg000006l~~9006379..10773742	1767364	907568,5504,1320,0,0,0,0	485523	|	Onthophagus taurus	166361	anml:insects	404834	296852	1545	|	7070	anml:insects	404834	28862	279	|	3818	plnt:plants	33782	19569	178	|	27687	anml:fishes	13339	5532	155	|	n/a	repeat	anml:insects	23
ptg000006l~~10773743..10781651	7909	1058,0,0,0,0,0,0	6949	|	Arachis hypogaea	3818	plnt:plants	6276	6255	97	|	315347	plnt:plants	6276	634	28	|	1271730	anml:insects	1544	593	28	|	136037	anml:insects	1544	428	26	|	n/a	contaminant(div)	plnt:plants	79
ptg000006l~~10781652..12282098	1500447	802090,3855,8960,0,0,0,0	428943	|	Onthophagus taurus	166361	anml:insects	346888	237373	1405	|	224129	anml:insects	346888	22067	343	|	96803	anml:crustaceans	37052	11138	177	|	210409	anml:crustaceans	37052	13152	174	|	n/a	repeat	anml:insects	23
ptg000006l~~12282099..12284684	2586	0,0,0,0,0,0,0	2390	|	Encephalitozoon romaleae	1178016	fung:microsporidians	2379	2379	79	|	38942	plnt:plants	305	250	19	|	94328	plnt:plants	305	55	11	|						|	n/a	contaminant(div)	fung:microsporidians	92
ptg000006l~~12284685..14021778	1737094	969079,7127,2040,0,0,0,0	526560	|	Onthophagus taurus	166361	anml:insects	444743	328964	1785	|	7048	anml:insects	444743	22791	277	|	72036	anml:crustaceans	45210	9199	149	|	210409	anml:crustaceans	45210	13024	145	|	n/a	repeat	anml:insects	26
ptg000006l~~14021779..14024209	2431	0,0,0,0,0,0,0	1990	|	Astyanax mexicanus	7994	anml:fishes	1298	702	31	|	1868482	anml:primates	654	654	30	|	8030	anml:fishes	1298	417	25	|	104179	prst:alveolates	346	346	23	|	n/a	inconclusive	anml:fishes	53
ptg000006l~~14024210..15660585	1636376	950789,9602,1300,0,0,0,0	415843	|	Onthophagus taurus	166361	anml:insects	335422	225811	1420	|	743375	anml:insects	335422	5536	346	|	6549	anml:molluscs	12480	3743	142	|	284813	fung:microsporidians	18576	7278	137	|	n/a	repeat	anml:insects	20
ptg000006l~~15660586..15663234	2649	0,0,0,0,0,0,0	2061	|	Encephalitozoon romaleae	1178016	fung:microsporidians	2029	1604	81	|	284813	fung:microsporidians	2029	1370	76	|	166361	anml:insects	244	188	16	|	189513	anml:insects	244	56	8	|	n/a	contaminant(div)	fung:microsporidians	77
ptg000006l~~15663235..16336657	673423	370739,2455,1120,0,0,0,0	180112	|	Onthophagus taurus	166361	anml:insects	152124	123575	1059	|	224129	anml:insects	152124	7955	158	|	6549	anml:molluscs	1281	536	100	|	1199090	anml:rotifers	6686	3578	95	|	n/a	repeat	anml:insects	23
ptg000006l~~16336658..16342476	5819	963,0,0,0,0,0,0	5255	|	Arachis hypogaea	3818	plnt:plants	5054	5054	92	|	1518534	anml:insects	1025	615	29	|	577407	anml:insects	1025	317	21	|	578461	fung:microsporidians	376	376	20	|	n/a	contaminant(div)	plnt:plants	87
ptg000006l~~16342477..16928328	585852	306864,2754,1600,0,0,0,0	155068	|	Onthophagus taurus	166361	anml:insects	126184	87947	810	|	609295	anml:insects	126184	8756	257	|	2950585	anml:nematodes	5146	4182	102	|	249248	anml:rotifers	4263	4263	97	|	n/a	repeat	anml:insects	22
ptg000006l~~16928329..16939460	11132	61,795,0,0,0,0,0	9235	|	Arachis hypogaea	3818	plnt:plants	8236	8236	112	|	166361	anml:insects	1508	900	34	|	7070	anml:insects	1508	474	25	|	94130	fung:fungi	380	380	25	|	n/a	contaminant(div)	plnt:plants	74
ptg000006l~~16939461..18173571	1234111	607793,3989,900,0,0,0,0	376318	|	Onthophagus taurus	166361	anml:insects	318019	233475	1481	|	7054	anml:insects	318019	15414	228	|	80427	anml:reptiles	4447	3911	120	|	6687	anml:crustaceans	25866	6437	91	|	n/a	repeat	anml:insects	26
ptg000006l~~18173572..18176294	2723	773,0,0,0,0,0,0	2627	|	Arachis hypogaea	3818	plnt:plants	2616	2616	69	|	50390	anml:insects	239	138	13	|	166361	anml:insects	239	101	10	|						|	n/a	contaminant(div)	plnt:plants	96
ptg000006l~~18176295..20117632	1941338	975937,7899,3000,0,0,0,0	617790	|	Onthophagus taurus	166361	anml:insects	527763	384575	1791	|	7070	anml:insects	527763	33310	372	|	27687	anml:fishes	16334	3934	168	|	27405	anml:crustaceans	26602	14009	161	|	n/a	repeat	anml:insects	27
ptg000006l~~20117633..20120960	3328	0,0,0,0,0,0,0	3288	|	Encephalitozoon intestinalis	876142	fung:microsporidians	3288	3071	120	|	284813	fung:microsporidians	3288	2426	117	|						|						|	n/a	contaminant(div)	fung:microsporidians	99
ptg000006l~~20120961..20685197	564237	256140,1130,700,0,0,0,0	191919	|	Onthophagus taurus	166361	anml:insects	169278	120816	965	|	27457	anml:insects	169278	2677	218	|	348617	fung:fungi	4319	4319	125	|	1443665	prok:CFB group bacteria	8979	4242	94	|	n/a	repeat	anml:insects	30
ptg000006l~~20685198..20692347	7150	370,0,260,0,0,0,0	7058	|	Geotrypetes seraphini	260995	anml:amphibians	7025	7025	113	|	3818	plnt:plants	6187	6187	102	|	3469	plnt:plants	6187	1480	46	|	217634	anml:insects	1222	571	29	|	n/a	inconclusive	anml:amphibians	98
ptg000006l~~20692348..20696648	4301	0,0,0,0,0,0,0	3042	|	Onthophagus taurus	166361	anml:insects	2100	1209	140	|	7054	anml:insects	2100	629	66	|	3818	plnt:plants	1417	1417	46	|	6669	anml:crustaceans	791	568	46	|	n/a	primary-div	anml:insects	49
ptg000006l~~20696649..20698837	2189	0,0,0,0,0,0,0	2119	|	Arachis hypogaea	3818	plnt:plants	2094	2094	62	|	13397	anml:fishes	689	689	30	|	59479	anml:mammals	490	490	27	|						|	n/a	contaminant(div)	plnt:plants	96
ptg000006l~~20698838..23663055	2964218	1321943,9635,4940,0,0,0,0	1080404	|	Onthophagus taurus	166361	anml:insects	983129	732279	2520	|	224129	anml:insects	983129	67067	423	|	51298	anml:mammals	17555	7890	183	|	27687	anml:fishes	27155	6963	162	|	n/a	repeat	anml:insects	33
ptg000006l~~23663056..23665670	2615	604,0,120,0,0,0,0	1975	|	Isotricha sp. YL-2021a	2893167	prst:alveolates	1315	962	35	|	3673	plnt:plants	904	562	27	|	74790	prst:alveolates	1315	604	27	|	7539	anml:insects	266	266	20	|	n/a	inconclusive	prst:alveolates	50
ptg000006l~~23665671..26435757	2770087	1230687,6480,1200,0,0,0,0	811139	|	Onthophagus taurus	166361	anml:insects	683721	510673	2221	|	7048	anml:insects	683721	26820	279	|	3818	plnt:plants	41067	18458	171	|	34573	anml:molluscs	29482	10466	135	|	n/a	repeat	anml:insects	25
ptg000006l~~26435758..26438158	2401	0,0,0,0,0,0,0	2297	|	Sorex araneus	42254	anml:mammals	1649	641	28	|	143302	anml:mammals	1649	523	26	|	28612	anml:insects	732	461	24	|	176946	anml:reptiles	395	395	21	|	n/a	inconclusive	anml:mammals	69
ptg000006l~~26438159..30966402	4528244	2077255,59326,5160,0,0,0,0	1348391	|	Onthophagus taurus	166361	anml:insects	1139676	877166	2759	|	202533	anml:insects	1139676	11530	318	|	51298	anml:mammals	27839	9346	182	|	3818	plnt:plants	58334	18216	164	|	n/a	repeat	anml:insects	25
ptg000006l~~30966403..30968605	2203	0,0,0,0,0,0,0	2131	|	Sarcophilus harrisii	9305	anml:marsupials	1797	1797	53	|	4874	fung:fungi	689	689	30	|	72917	plnt:plants	485	485	25	|	202533	anml:insects	365	269	20	|	n/a	inconclusive	anml:marsupials	82
ptg000006l~~30968606..39045382	8076777	3964951,36983,9320,0,0,0,0	2397053	|	Onthophagus taurus	166361	anml:insects	2026207	1398670	3302	|	217634	anml:insects	2026207	79727	535	|	357143	prok:a-proteobacteria	34702	9347	224	|	2748871	prok:a-proteobacteria	34702	9309	224	|	n/a	repeat	anml:insects	25
ptg000006l~~39045383..39048639	3257	0,0,0,0,0,0,0	3137	|	Encephalitozoon hellem	907965	fung:microsporidians	3137	3012	104	|	284813	fung:microsporidians	3137	2796	103	|	2741724	arch:archaea	145	145	23	|	6579	anml:molluscs	306	306	20	|	n/a	contaminant(div)	fung:microsporidians	96
ptg000006l~~39048640..40983555	1934916	956543,11889,940,0,0,0,0	542600	|	Onthophagus taurus	166361	anml:insects	441608	346293	1908	|	7048	anml:insects	441608	26007	291	|	6706	anml:crustaceans	21151	8396	119	|	27687	anml:fishes	9361	3966	105	|	n/a	repeat	anml:insects	23
ptg000006l~~40983556..40988396	4841	0,0,240,0,0,0,0	4591	|	Austropuccinia psidii	181123	fung:basidiomycetes	3949	3949	86	|	1888915	prok:CFB group bacteria	594	350	24	|	684837	fung:basidiomycetes	3949	477	23	|	6087	anml:basal metazoans	638	402	22	|	n/a	inconclusive	fung:basidiomycetes	82
ptg000006l~~40988397..45765905	4777509	2718697,15706,5480,0,0,0,0	1330027	|	Onthophagus taurus	166361	anml:insects	1134600	844874	2739	|	456900	anml:insects	1134600	11703	368	|	3818	plnt:plants	54150	26155	198	|	35525	anml:crustaceans	27195	8252	142	|	n/a	repeat	anml:insects	24
ptg000006l~~45765906..45767912	2007	377,0,0,0,0,0,0	1259	|	Nanorana parkeri	125878	anml:amphibians	1185	1032	72	|	8407	anml:amphibians	1185	728	44	|	9371	anml:mammals	380	380	39	|	166361	anml:insects	51	51	7	|	n/a	inconclusive	anml:amphibians	59
ptg000006l~~45767913..49903797	4135885	2312286,16318,4920,0,0,0,0	1056929	|	Onthophagus taurus	166361	anml:insects	876326	668122	2211	|	7445	anml:insects	876326	12347	388	|	260995	anml:amphibians	10159	4287	191	|	95602	anml:crustaceans	55608	23276	178	|	n/a	repeat	anml:insects	21
ptg000006l~~49903798..49905865	2068	0,0,0,0,0,0,0	1891	|	Encephalitozoon cuniculi	284813	fung:microsporidians	1891	1718	77	|	876142	fung:microsporidians	1891	1767	73	|	166361	anml:insects	91	91	9	|						|	n/a	contaminant(div)	fung:microsporidians	91
ptg000006l~~49905866..54528789	4622924	2993618,20987,3280,0,0,0,0	1156489	|	Onthophagus taurus	166361	anml:insects	974307	778011	2466	|	115357	anml:insects	974307	27917	338	|	27687	anml:fishes	27700	8367	191	|	933632	anml:reptiles	7769	2926	187	|	n/a	repeat	anml:insects	21
ptg000006l~~54528790..54535359	6570	1589,0,220,0,0,0,0	6161	|	Arachis hypogaea	3818	plnt:plants	5869	5863	100	|	3694	plnt:plants	5869	1215	43	|	2743191	anml:echinoderms	1196	1196	41	|	6252	anml:nematodes	2017	1201	39	|	n/a	contaminant(div)	plnt:plants	89
ptg000006l~~54535360..61641586	7106227	5486466,473583,22240,0,0,0,0	750750	|	Onthophagus taurus	166361	anml:insects	648005	473764	1837	|	170555	anml:insects	648005	11314	466	|	1232801	anml:crustaceans	38445	19047	261	|	27687	anml:fishes	33016	16524	256	|	n/a	repeat	anml:insects	9
ptg000007l~~1..685188	685188	340039,1266,80,0,0,0,0	159174	|	Onthophagus taurus	166361	anml:insects	126827	92034	986	|	743375	anml:insects	126827	6423	347	|	3988	plnt:plants	10432	6905	92	|	96803	anml:crustaceans	4581	4257	91	|	n/a	repeat	anml:insects	19
ptg000007l~~685189..687473	2285	175,0,0,0,0,0,0	2143	|	Encephalitozoon hellem	907965	fung:microsporidians	2143	1551	78	|	284813	fung:microsporidians	2143	1151	77	|						|						|	n/a	contaminant(div)	fung:microsporidians	94
ptg000007l~~687474..1425631	738158	369325,1967,2020,0,0,0,0	199072	|	Onthophagus taurus	166361	anml:insects	172346	120554	1065	|	609295	anml:insects	172346	3885	239	|	326968	plnt:plants	13440	4138	74	|	9031	anml:birds	10616	3083	63	|	n/a	repeat	anml:insects	23
ptg000007l~~1425632..1433356	7725	660,0,0,0,0,0,0	7681	|	Arachis hypogaea	3818	plnt:plants	7681	7681	110	|	48799	anml:nematodes	538	526	29	|	3218	plnt:mosses	658	658	29	|	639282	prok:bacteria	322	322	24	|	n/a	contaminant(div)	plnt:plants	99
ptg000007l~~1433357..2862815	1429459	672358,3932,2080,0,0,0,0	404232	|	Onthophagus taurus	166361	anml:insects	341366	248159	1800	|	224129	anml:insects	341366	24437	374	|	3818	plnt:plants	17787	7720	110	|	360698	anml:rotifers	7590	5709	105	|	n/a	repeat	anml:insects	24
ptg000007l~~2862816..2866432	3617	0,0,0,0,0,0,0	3356	|	Encephalitozoon intestinalis	876142	fung:microsporidians	3356	3042	131	|	907965	fung:microsporidians	3356	3228	130	|						|						|	n/a	contaminant(div)	fung:microsporidians	93
ptg000007l~~2866433..6788878	3922446	1900589,14767,6020,0,0,0,0	1041099	|	Onthophagus taurus	166361	anml:insects	873531	604569	2519	|	170555	anml:insects	873531	9919	354	|	348617	fung:fungi	14558	10813	191	|	51298	anml:mammals	23980	7060	169	|	n/a	repeat	anml:insects	22
ptg000007l~~6788879..6791496	2618	0,0,0,0,0,0,0	2473	|	Lucilia cuprina	7375	anml:insects	808	808	34	|	2950588	anml:nematodes	1671	590	32	|	7209	anml:nematodes	1671	626	29	|	207710	plnt:plants	913	479	27	|	n/a	low-coverage	anml:insects	31
ptg000007l~~6791497..8496028	1704532	712811,3721,2740,0,0,0,0	536781	|	Onthophagus taurus	166361	anml:insects	466606	339451	1963	|	7054	anml:insects	466606	30022	335	|	125878	anml:amphibians	17763	8511	109	|	96803	anml:crustaceans	11340	6675	107	|	n/a	repeat	anml:insects	27
ptg000007l~~8496029..8498163	2135	0,0,0,0,0,0,0	1450	|	Echinops telfairi	9371	anml:mammals	1002	1002	80	|	125878	anml:amphibians	1070	1038	77	|	8407	anml:amphibians	1070	153	22	|						|	n/a	inconclusive	anml:mammals	47
ptg000007l~~8498164..9037939	539776	271803,586,0,0,0,0,0	131301	|	Onthophagus taurus	166361	anml:insects	112977	75656	958	|	217634	anml:insects	112977	9799	142	|	5823	prst:alveolates	4119	4119	73	|	51298	anml:mammals	1938	598	61	|	n/a	repeat	anml:insects	21
ptg000007l~~9037940..9040316	2377	0,0,0,0,0,0,0	2132	|	Encephalitozoon hellem	907965	fung:microsporidians	2132	1898	97	|	876142	fung:microsporidians	2132	1925	91	|	166361	anml:insects	81	81	11	|						|	n/a	contaminant(div)	fung:microsporidians	90
ptg000007l~~9040317..9102475	62159	35377,754,0,0,0,0,0	15580	|	Onthophagus taurus	166361	anml:insects	12748	10123	368	|	7054	anml:insects	12748	2104	71	|	1178016	fung:microsporidians	3033	1354	40	|	876142	fung:microsporidians	3033	1045	37	|	n/a	repeat	anml:insects	21
ptg000007l~~9102476..9104808	2333	0,0,0,0,0,0,0	1706	|	Plasmodium sp. gorilla clade G2	880535	prst:alveolates	1404	1404	42	|	166361	anml:insects	392	209	18	|	7054	anml:insects	392	116	10	|						|	n/a	inconclusive	prst:alveolates	60
ptg000007l~~9104809..9358707	253899	102748,354,60,0,0,0,0	67871	|	Onthophagus taurus	166361	anml:insects	54772	42049	771	|	880535	prst:alveolates	6419	6235	91	|	2921223	anml:insects	54772	4249	85	|	2493639	prok:proteobacteria	1985	1985	49	|	n/a	repeat	anml:insects	22
ptg000007l~~9358708..9361475	2768	0,0,0,0,0,0,0	1676	|	Encephalitozoon cuniculi	284813	fung:microsporidians	1676	1582	82	|	907965	fung:microsporidians	1676	1362	77	|						|						|	n/a	contaminant(div)	fung:microsporidians	61
ptg000007l~~9361476..13157638	3796163	1573844,6071,4700,0,0,0,0	1213307	|	Onthophagus taurus	166361	anml:insects	1063096	743197	2722	|	224129	anml:insects	1063096	34995	450	|	27687	anml:fishes	33639	7832	212	|	348617	fung:fungi	15213	4251	137	|	n/a	repeat	anml:insects	28
ptg000007l~~13157639..13162010	4372	0,0,580,0,0,0,0	4036	|	Tetrahymena elliotti	1075773	prst:alveolates	2543	2543	58	|	6549	anml:molluscs	1352	920	33	|	108931	anml:insects	1265	634	32	|	94328	plnt:plants	1321	597	31	|	n/a	inconclusive	prst:alveolates	58
ptg000007l~~13162011..15621941	2459931	1030074,8723,2300,0,0,0,0	755173	|	Onthophagus taurus	166361	anml:insects	673078	504208	2206	|	170555	anml:insects	673078	6452	358	|	27687	anml:fishes	23689	10793	188	|	51298	anml:mammals	11432	4607	172	|	n/a	repeat	anml:insects	27
ptg000007l~~15621942..15627861	5920	1216,0,0,0,0,0,0	3939	|	Encephalitozoon romaleae	1178016	fung:microsporidians	3939	3431	108	|	284813	fung:microsporidians	3939	3306	105	|	166361	anml:insects	358	358	22	|						|	n/a	contaminant(div)	fung:microsporidians	67
ptg000007l~~15627862..15739445	111584	50584,244,0,0,0,0,0	27881	|	Onthophagus taurus	166361	anml:insects	20968	16167	346	|	7539	anml:insects	20968	1990	119	|	907965	fung:microsporidians	5406	1968	48	|	876142	fung:microsporidians	5406	1905	47	|	n/a	repeat	anml:insects	19
ptg000007l~~15739446..15741480	2035	0,480,0,0,0,0,0	1560	|	Petromyzon marinus	7757	anml:fishes	1348	1190	41	|	225164	anml:molluscs	1228	831	35	|	13397	anml:fishes	1348	723	30	|	2202197	prok:g-proteobacteria	482	482	25	|	n/a	inconclusive	anml:fishes	66
ptg000007l~~15741481..15789757	48277	23149,470,0,0,0,0,0	11192	|	Onthophagus taurus	166361	anml:insects	8856	4736	155	|	202533	anml:insects	8856	3166	118	|	2082395	prok:firmicutes	743	743	29	|	13397	anml:fishes	955	517	26	|	n/a	repeat	anml:insects	18
ptg000007l~~15789758..15791809	2052	0,0,0,0,0,0,0	1327	|	Callorhinchus milii	7868	anml:fishes	1300	1143	67	|	260995	anml:amphibians	474	474	39	|	2082395	prok:firmicutes	172	172	15	|	13397	anml:fishes	1300	177	14	|	n/a	inconclusive	anml:fishes	63
ptg000007l~~15791810..27168739	11376930	6374786,13885,10540,0,0,0,0	2360863	|	Onthophagus taurus	166361	anml:insects	2081900	1476257	3971	|	7054	anml:insects	2081900	98982	558	|	949124	virs:prokaryotic viruses	8541	8541	283	|	2953988	prok:a-proteobacteria	19391	11052	270	|	n/a	repeat	anml:insects	18
ptg000008l~~1..7239773	7239773	4045162,19907,3320,0,0,0,0	1832919	|	Onthophagus taurus	166361	anml:insects	1541205	1158953	3672	|	224129	anml:insects	1541205	68245	656	|	27687	anml:fishes	45935	11879	246	|	6087	anml:basal metazoans	15323	9426	156	|	n/a	repeat	anml:insects	21
ptg000008l~~7239774..7242425	2652	201,0,0,0,0,0,0	2234	|	Armadillidium nasatum	96803	anml:crustaceans	1704	1704	94	|	2607531	anml:molluscs	1546	1546	89	|	170555	anml:insects	262	262	43	|	6087	anml:basal metazoans	220	220	30	|	n/a	same-kingdom-chimeric	anml:crustaceans	64
ptg000008l~~7242426..17811719	10569294	5071426,20400,13080,0,0,0,0	2693040	|	Onthophagus taurus	166361	anml:insects	2299368	1684267	4755	|	224129	anml:insects	2299368	96760	739	|	27687	anml:fishes	79752	31079	279	|	72036	anml:crustaceans	79339	22428	248	|	n/a	repeat	anml:insects	22
ptg000008l~~17811720..17814465	2746	0,0,0,0,0,0,0	1456	|	Nautilus pompilius	34573	anml:molluscs	1456	1456	64	|						|						|						|	n/a	same-kingdom-chimeric	anml:molluscs	53
ptg000008l~~17814466..20636009	2821544	1057786,5538,1520,0,0,0,0	791747	|	Onthophagus taurus	166361	anml:insects	688753	516500	2016	|	224129	anml:insects	688753	18321	339	|	933632	anml:reptiles	15062	4680	235	|	27687	anml:fishes	39031	11066	222	|	n/a	repeat	anml:insects	24
ptg000008l~~20636010..20638117	2108	459,0,0,0,0,0,0	1800	|	Arachis hypogaea	3818	plnt:plants	1690	1690	52	|	7654	anml:echinoderms	110	110	11	|	1868482	anml:primates	12	12	5	|	166361	anml:insects	18	18	4	|	n/a	contaminant(div)	plnt:plants	80
ptg000008l~~20638118..31424434	10786317	4226104,21073,9960,0,0,0,0	2958236	|	Onthophagus taurus	166361	anml:insects	2544052	1951249	4894	|	7048	anml:insects	2544052	66038	520	|	27687	anml:fishes	101433	38598	369	|	260995	anml:amphibians	22631	11896	289	|	n/a	repeat	anml:insects	24
ptg000008l~~31424435..31426762	2328	585,0,0,0,0,0,0	2154	|	Armadillidium nasatum	96803	anml:crustaceans	2141	2141	108	|	166361	anml:insects	321	186	14	|	7515	anml:insects	321	135	13	|						|	n/a	same-kingdom-chimeric	anml:crustaceans	92
ptg000008l~~31426763..34320471	2893709	1040934,8620,9240,0,0,0,0	936618	|	Onthophagus taurus	166361	anml:insects	820275	596082	2717	|	170555	anml:insects	820275	7719	349	|	27687	anml:fishes	34071	13294	283	|	35005	anml:reptiles	11844	7106	167	|	n/a	repeat	anml:insects	28
ptg000008l~~34320472..34322732	2261	312,0,0,0,0,0,0	1505	|	Nautilus pompilius	34573	anml:molluscs	1480	1480	71	|	80427	anml:reptiles	534	534	40	|	125878	anml:amphibians	373	373	36	|						|	n/a	same-kingdom-chimeric	anml:molluscs	65
ptg000008l~~34322733..35423903	1101171	413227,1384,120,0,0,0,0	309418	|	Onthophagus taurus	166361	anml:insects	264912	202005	1663	|	50390	anml:insects	264912	18892	265	|	348617	fung:fungi	6184	3350	109	|	6087	anml:basal metazoans	3891	3891	103	|	n/a	repeat	anml:insects	24
ptg000008l~~35423904..35426631	2728	43,0,560,0,0,0,0	2501	|	Mizuhopecten yessoensis	6573	anml:molluscs	1293	977	34	|	13397	anml:fishes	1686	1019	33	|	7757	anml:fishes	1686	666	30	|	27405	anml:crustaceans	825	690	28	|	n/a	inconclusive	anml:molluscs	47
ptg000008l~~35426632..35663788	237157	86286,402,140,0,0,0,0	70636	|	Onthophagus taurus	166361	anml:insects	52381	48323	972	|	9940	anml:mammals	3338	3006	61	|	38942	plnt:plants	7896	2936	60	|	59729	anml:birds	4390	2675	60	|	n/a	repeat	anml:insects	22
ptg000008l~~35663789..35666394	2606	493,0,0,0,0,0,0	2427	|	Aspergillus leporis	41062	fung:ascomycetes	1355	875	33	|	576137	fung:ascomycetes	1355	480	29	|	1737337	anml:nematodes	832	529	28	|	2562237	prst:alveolates	494	494	26	|	n/a	inconclusive	fung:ascomycetes	52
ptg000008l~~35666395..42324312	6657918	2516664,12548,12500,0,0,0,0	2006192	|	Onthophagus taurus	166361	anml:insects	1699336	1216561	3690	|	224129	anml:insects	1699336	44144	471	|	27687	anml:fishes	71861	17063	215	|	72036	anml:crustaceans	55071	9855	183	|	n/a	repeat	anml:insects	26
ptg000008l~~42324313..42326701	2389	192,0,0,0,0,0,0	2107	|	Musa acuminata	214687	plnt:plants	1216	1011	36	|	3555	plnt:plants	1216	585	27	|	1188115	anml:insects	665	500	25	|	96890	anml:rotifers	450	450	24	|	n/a	inconclusive	plnt:plants	51
ptg000008l~~42326702..44272734	1946033	870774,12641,1220,0,0,0,0	609135	|	Onthophagus taurus	166361	anml:insects	502598	376481	1739	|	7048	anml:insects	502598	29098	326	|	72036	anml:crustaceans	29977	11838	166	|	6728	anml:crustaceans	29977	8147	138	|	n/a	repeat	anml:insects	26
ptg000008l~~44272735..44275840	3106	0,0,160,0,0,0,0	3015	|	Eutypa lata	97096	fung:ascomycetes	2974	2974	65	|	307658	anml:insects	1135	632	29	|	41139	anml:insects	1135	427	23	|	3218	plnt:mosses	378	378	22	|	n/a	inconclusive	fung:ascomycetes	96
ptg000008l~~44275841..48800672	4524832	1873130,14779,6400,0,0,0,0	1442992	|	Onthophagus taurus	166361	anml:insects	1224479	911894	2911	|	217634	anml:insects	1224479	38938	393	|	3818	plnt:plants	81331	30379	222	|	27687	anml:fishes	29341	5859	184	|	n/a	repeat	anml:insects	27
ptg000008l~~48800673..48803660	2988	0,0,60,0,0,0,0	2762	|	Hydra vulgaris	6087	anml:basal metazoans	1865	1865	50	|	157687	prok:fusobacteria	570	570	27	|	189513	anml:insects	940	526	26	|	63459	plnt:plants	822	407	23	|	n/a	same-kingdom-chimeric	anml:basal metazoans	62
ptg000008l~~48803661..54479749	5676089	2681689,35437,26120,0,0,0,0	1775251	|	Onthophagus taurus	166361	anml:insects	1485484	1162802	3327	|	217634	anml:insects	1485484	86341	515	|	260995	anml:amphibians	36205	27214	259	|	396692	anml:rotifers	41629	20215	242	|	n/a	repeat	anml:insects	26
ptg000008l~~54479750..54482083	2334	0,0,380,0,0,0,0	2310	|	Nematostella vectensis	45351	anml:basal metazoans	1924	1924	49	|	6526	anml:molluscs	1793	1627	49	|	7994	anml:fishes	1371	1371	45	|	409849	anml:fishes	1371	833	32	|	n/a	same-kingdom-chimeric	anml:basal metazoans	82
ptg000008l~~54482084..54908460	426377	173888,1948,580,0,0,0,0	124938	|	Onthophagus taurus	166361	anml:insects	108405	82781	990	|	7070	anml:insects	108405	10815	148	|	6304	anml:nematodes	6965	5126	81	|	1795040	prok:CFB group bacteria	2814	2814	61	|	n/a	repeat	anml:insects	25
ptg000008l~~54908461..54911550	3090	239,0,0,0,0,0,0	2094	|	Encephalitozoon cuniculi	284813	fung:microsporidians	1818	1777	86	|	876142	fung:microsporidians	1818	1670	85	|	166361	anml:insects	375	276	17	|	115357	anml:insects	375	99	12	|	n/a	contaminant(div)	fung:microsporidians	59
ptg000008l~~54911551..61267643	6356093	2510750,23477,7640,0,0,0,0	1859735	|	Onthophagus taurus	166361	anml:insects	1614651	1197446	3945	|	217634	anml:insects	1614651	80903	517	|	27687	anml:fishes	50854	16742	188	|	72036	anml:crustaceans	53792	12927	155	|	n/a	repeat	anml:insects	25
